-0.05329591,-0.09528638,0.57649314
-0.05266125,-0.09528454,0.57659483
-0.05183170,-0.09531219,0.57675809
-0.05116466,-0.09525016,0.57659298
-0.05033483,-0.09527789,0.57676560
-0.04972433,-0.09532184,0.57696235
-0.04888945,-0.09534154,0.57710767
-0.04806195,-0.09537689,0.57732606
-0.04743105,-0.09538323,0.57742089
-0.04659329,-0.09539928,0.57756990
-0.04596807,-0.09541792,0.57767385
-0.04510265,-0.09537676,0.57754040
-0.04449419,-0.09543166,0.57786417
-0.04364677,-0.09542873,0.57784802
-0.04280822,-0.09544524,0.57802939
-0.04218888,-0.09547942,0.57821286
-0.04133750,-0.09546775,0.57814950
-0.04068918,-0.09543645,0.57808733
-0.03987513,-0.09551289,0.57847214
-0.03923248,-0.09549413,0.57830024
-0.03840624,-0.09554475,0.57865059
0.00000000,0.00000000,0.00000000
-0.03691715,-0.09552746,0.57878810
-0.03607891,-0.09554993,0.57885867
-0.03543608,-0.09552944,0.57881898
-0.03458763,-0.09552492,0.57877684
-0.03395979,-0.09554580,0.57889915
-0.03309660,-0.09549896,0.57872647
-0.03226933,-0.09555645,0.57901758
-0.03165020,-0.09560463,0.57932544
-0.03079668,-0.09558612,0.57922488
-0.03017272,-0.09562259,0.57943833
-0.02933298,-0.09564871,0.57968044
-0.02870104,-0.09566169,0.57974613
-0.02784749,-0.09564282,0.57977551
0.00000000,0.00000000,0.00000000
-0.02639127,-0.09574243,0.58027035
-0.02554712,-0.09575971,0.58038127
0.00000000,0.00000000,0.00000000
-0.02406513,-0.09577360,0.58052784
-0.02343353,-0.09579452,0.58070040
-0.02258797,-0.09581012,0.58076674
-0.02174435,-0.09583475,0.58096939
-0.02109921,-0.09579897,0.58085299
0.00000000,0.00000000,0.00000000
-0.01962702,-0.09586690,0.58111978
-0.01877866,-0.09587426,0.58121073
-0.01815213,-0.09593154,0.58156079
-0.01729768,-0.09590993,0.58146232
0.00000000,0.00000000,0.00000000
-0.01580486,-0.09588017,0.58136487
-0.01496292,-0.09593024,0.58165354
-0.01432772,-0.09594698,0.58176535
-0.01347614,-0.09593990,0.58173257
-0.01283918,-0.09594750,0.58175218
-0.01199707,-0.09601428,0.58213294
-0.01114294,-0.09598850,0.58217281
-0.01050880,-0.09602458,0.58221996
-0.00965681,-0.09601756,0.58220661
-0.00902060,-0.09603948,0.58229846
0.00000000,0.00000000,0.00000000
0.00000000,0.00000000,0.00000000
-0.00667697,-0.09600607,0.58221549
0.00000000,0.00000000,0.00000000
0.00000000,0.00000000,0.00000000
-0.00433902,-0.09605866,0.58257824
-0.00370103,-0.09607621,0.58264160
-0.00285078,-0.09612498,0.58287382
-0.00221181,-0.09612498,0.58290017
-0.00135949,-0.09611391,0.58287179
-0.00050754,-0.09610369,0.58280945
0.00013168,-0.09613525,0.58301651
0.00098385,-0.09615006,0.58315527
0.00162308,-0.09614277,0.58310223
0.00247711,-0.09621400,0.58344567
0.00311542,-0.09616996,0.58332157
0.00397132,-0.09625393,0.58369231
0.00482563,-0.09627546,0.58378482
0.00546621,-0.09628280,0.58388865
0.00632353,-0.09634247,0.58414000
0.00696202,-0.09631527,0.58410186
0.00782024,-0.09636915,0.58432174
0.00846139,-0.09637347,0.58445126
0.00932415,-0.09646134,0.58494049
0.01018443,-0.09651040,0.58521497
0.01082541,-0.09650492,0.58519429
0.01168902,-0.09657080,0.58556658
0.01233223,-0.09658112,0.58565491
0.01318718,-0.09657229,0.58564395
0.00000000,0.00000000,0.00000000
0.01468966,-0.09660057,0.58587933
0.01555287,-0.09664311,0.58600551
0.01620404,-0.09669466,0.58626926
0.01705421,-0.09665570,0.58606809
0.01770710,-0.09671166,0.58645368
0.01857807,-0.09678268,0.58667296
0.01921551,-0.09675200,0.58661509
0.02007875,-0.09677900,0.58674699
0.02094436,-0.09681462,0.58697319
0.02159147,-0.09683004,0.58700079
0.02245422,-0.09684874,0.58716017
0.02311094,-0.09690266,0.58742547
0.02397410,-0.09691933,0.58755320
0.02462090,-0.09692905,0.58750337
0.02548822,-0.09695962,0.58772087
0.02635831,-0.09699859,0.58796489
0.02698662,-0.09693886,0.58768171
0.02787122,-0.09702650,0.58808035
0.02851949,-0.09703781,0.58811235
0.02937890,-0.09703492,0.58807629
0.03002627,-0.09704231,0.58812463
0.03089836,-0.09707917,0.58830446
0.03176300,-0.09709185,0.58837485
0.03241644,-0.09711575,0.58848619
0.03327463,-0.09710738,0.58835554
0.03393530,-0.09715044,0.58858091
0.03479114,-0.09713541,0.58859259
0.03544208,-0.09714947,0.58871537
0.03633279,-0.09722848,0.58904016
0.03718781,-0.09721027,0.58894652
0.03786106,-0.09727930,0.58924073
0.03871043,-0.09724700,0.58915889
0.03936699,-0.09727169,0.58924836
0.04024586,-0.09731188,0.58942956
0.04089222,-0.09731000,0.58944339
0.04177149,-0.09734888,0.58962601
0.04264819,-0.09738009,0.58978492
0.04332247,-0.09744028,0.59004122
0.04420374,-0.09747898,0.59022319
0.04485070,-0.09747643,0.59025615
0.04572201,-0.09749171,0.59040505
0.04638451,-0.09752188,0.59055150
0.04725770,-0.09753946,0.59060544
0.04815140,-0.09759821,0.59092492
0.04880911,-0.09761608,0.59096897
0.04969041,-0.09764717,0.59109825
0.05036578,-0.09769778,0.59129500
0.05123747,-0.09770863,0.59140074
0.05189785,-0.09772894,0.59153694
0.00000000,0.00000000,0.00000000
0.05367938,-0.09781733,0.59184897
0.05429513,-0.09775491,0.59171587
0.05515743,-0.09774748,0.59165072
0.05586381,-0.09784623,0.59204853
0.05674873,-0.09787653,0.59218389
0.05741353,-0.09790042,0.59227663
0.05826969,-0.09788056,0.59215480
0.05916134,-0.09792014,0.59233630
0.05980608,-0.09790973,0.59227782
0.06070561,-0.09796055,0.59249538
0.06134691,-0.09794479,0.59234822
0.06225507,-0.09800694,0.59265810
0.06291194,-0.09801545,0.59272224
0.06379578,-0.09803843,0.59266335
0.06461231,-0.09795830,0.59232533
0.00000000,0.00000000,0.00000000
0.00000000,0.00000000,0.00000000
0.06683339,-0.09803160,0.59259832
0.06770562,-0.09803612,0.59263349
0.06836347,-0.09804454,0.59268534
0.06924540,-0.09806262,0.59280092
0.07014144,-0.09809994,0.59285140
0.07079367,-0.09809978,0.59276128
0.07170343,-0.09815452,0.59309292
0.07230855,-0.09809010,0.59280789
0.07325616,-0.09819478,0.59305990
0.07387795,-0.09815321,0.59297550
0.07479047,-0.09820879,0.59325278
0.07568680,-0.09824197,0.59338123
0.07634427,-0.09824764,0.59333408
0.07724746,-0.09828816,0.59357166
0.07792047,-0.09831281,0.59372032
0.07882424,-0.09835285,0.59384698
0.07955118,-0.09844316,0.59429723
0.08043338,-0.09845460,0.59443128
0.08133990,-0.09849498,0.59457719
0.08204848,-0.09855952,0.59490472
0.08293555,-0.09857539,0.59495991
0.08364891,-0.09864344,0.59531993
0.08456878,-0.09869619,0.59560573
0.08525990,-0.09873685,0.59584373
0.08616967,-0.09877592,0.59598285
0.08711551,-0.09885542,0.59640700
0.08778817,-0.09887260,0.59649384
0.08868529,-0.09889565,0.59640831
0.08940148,-0.09896030,0.59678894
0.09032091,-0.09900641,0.59703857
0.09097243,-0.09899881,0.59694546
0.09190466,-0.09905742,0.59728748
0.09284895,-0.09912791,0.59758168
0.09350894,-0.09912899,0.59762818
0.09443020,-0.09917317,0.59775007
0.09501385,-0.09909397,0.59744543
0.09606808,-0.09927549,0.59815794
0.00000000,0.00000000,0.00000000
0.09767453,-0.09934247,0.59842354
0.09858244,-0.09936963,0.59867835
0.09930340,-0.09942992,0.59888387
0.00000000,0.00000000,0.00000000
0.00000000,0.00000000,0.00000000
0.10166636,-0.09936982,0.59845376
0.10233343,-0.09937578,0.59853786
0.10327847,-0.09943742,0.59868431
0.10414316,-0.09942092,0.59859210
0.10484642,-0.09946109,0.59877712
0.10574759,-0.09947915,0.59879631
0.10640861,-0.09947857,0.59875971
0.10740937,-0.09958863,0.59916431
0.10810037,-0.09961491,0.59920216
0.10896793,-0.09960047,0.59919125
0.10992728,-0.09966964,0.59948277
0.11060169,-0.09968004,0.59954059
0.11152329,-0.09971350,0.59974504
0.11218753,-0.09971466,0.59967136
0.11307304,-0.09971563,0.59977752
0.11384483,-0.09981093,0.59999120
0.11475366,-0.09983161,0.60005814
0.11567897,-0.09986612,0.60022324
0.11639731,-0.09991263,0.60049242
0.11729626,-0.09992348,0.60052788
0.11808158,-0.10002578,0.60096478
0.11897123,-0.10002793,0.60090518
0.11973060,-0.10010649,0.60122502
0.12062219,-0.10010982,0.60125053
-0.05326460,-0.09459745,0.57626903
0.00000000,0.00000000,0.00000000
0.00000000,0.00000000,0.00000000
0.00000000,0.00000000,0.00000000
-0.05031737,-0.09461169,0.57652986
-0.04970080,-0.09464348,0.57676387
